rfc_uri,rfc_number,rfc_name,rfc_title,publication_time,publication_year,final_draft_uri,family_draft_count,maximum_lineage_depth,complete_revision_count,final_draft_revision_count,predecessor_draft_count,predecessor_revision_count
/api/v1/doc/document/rfc2821/,2821,rfc2821,Simple Mail Transfer Protocol,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-drums-smtpupd/,1,0,14,14,0,0
/api/v1/doc/document/rfc2822/,2822,rfc2822,Internet Message Format,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-drums-msg-fmt/,1,0,10,10,0,0
/api/v1/doc/document/rfc2919/,2919,rfc2919,List-Id: A Structured Field and Namespace for the Identification of Mailing Lists,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-chandhok-listid/,1,0,5,5,0,0
/api/v1/doc/document/rfc2961/,2961,rfc2961,RSVP Refresh Overhead Reduction Extensions,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rsvp-refresh-reduct/,1,0,6,6,0,0
/api/v1/doc/document/rfc3019/,3019,rfc3019,IP Version 6 Management Information Base for The Multicast Listener Discovery Protocol,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ipngwg-mld-mib/,1,0,5,5,0,0
/api/v1/doc/document/rfc3022/,3022,rfc3022,Traditional IP Network Address Translator (Traditional NAT),2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-nat-traditional/,1,0,5,5,0,0
/api/v1/doc/document/rfc3023/,3023,rfc3023,XML Media Types,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-murata-xml/,1,0,10,10,0,0
/api/v1/doc/document/rfc3024/,3024,rfc3024,"Reverse Tunneling for Mobile IP, revised",2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mobileip-rfc2344-bis/,1,0,3,3,0,0
/api/v1/doc/document/rfc3025/,3025,rfc3025,Mobile IP Vendor/Organization-Specific Extensions,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mobileip-vendor-ext/,1,0,12,12,0,0
/api/v1/doc/document/rfc3026/,3026,rfc3026,Liaison to IETF/ISOC on ENUM,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-itu-sg2-liason-enum/,1,0,1,1,0,0
/api/v1/doc/document/rfc3027/,3027,rfc3027,Protocol Complications with the IP Network Address Translator,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-nat-protocol-complications/,1,0,6,6,0,0
/api/v1/doc/document/rfc3028/,3028,rfc3028,Sieve: A Mail Filtering Language,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-showalter-sieve/,1,0,12,12,0,0
/api/v1/doc/document/rfc3029/,3029,rfc3029,Internet X.509 Public Key Infrastructure Data Validation and Certification Server Protocols,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pkix-dcs/,1,0,8,8,0,0
/api/v1/doc/document/rfc3031/,3031,rfc3031,Multiprotocol Label Switching Architecture,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-arch/,1,0,8,8,0,0
/api/v1/doc/document/rfc3032/,3032,rfc3032,MPLS Label Stack Encoding,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-label-encaps/,1,0,9,9,0,0
/api/v1/doc/document/rfc3033/,3033,rfc3033,The Assignment of the Information Field and Protocol Identifier in the Q.2941 Generic Identifier and Q.2957 User-to-user Signaling for the Internet Protocol,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-git-uus/,1,0,5,5,0,0
/api/v1/doc/document/rfc3034/,3034,rfc3034,Use of Label Switching on Frame Relay Networks Specification,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-fr/,1,0,7,7,0,0
/api/v1/doc/document/rfc3035/,3035,rfc3035,MPLS using LDP and ATM VC Switching,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-atm/,1,0,5,5,0,0
/api/v1/doc/document/rfc3036/,3036,rfc3036,LDP Specification,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-ldp/,1,0,12,12,0,0
/api/v1/doc/document/rfc3037/,3037,rfc3037,LDP Applicability,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-ldp-applic/,1,0,3,3,0,0
/api/v1/doc/document/rfc3038/,3038,rfc3038,VCID Notification over ATM link for LDP,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-vcid-atm/,1,0,6,6,0,0
/api/v1/doc/document/rfc3039/,3039,rfc3039,Internet X.509 Public Key Infrastructure Qualified Certificates Profile,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pkix-qc/,1,0,6,6,0,0
/api/v1/doc/document/rfc3040/,3040,rfc3040,Internet Web Replication and Caching Taxonomy,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-wrec-taxonomy/,1,0,6,6,0,0
/api/v1/doc/document/rfc3041/,3041,rfc3041,Privacy Extensions for Stateless Address Autoconfiguration in IPv6,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ipngwg-addrconf-privacy/,1,0,4,4,0,0
/api/v1/doc/document/rfc3042/,3042,rfc3042,Enhancing TCP's Loss Recovery Using Limited Transmit,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-tsvwg-limited-xmit/,1,0,1,1,0,0
/api/v1/doc/document/rfc3043/,3043,rfc3043,The Network Solutions Personal Internet Name (PIN): A URN Namespace for People and Organizations,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-mealling-pin-urn/,1,0,2,2,0,0
/api/v1/doc/document/rfc3044/,3044,rfc3044,Using The ISSN (International Serial Standard Number) as URN (Uniform Resource Names) within an ISSN-URN Namespace,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-rozenfeld-urn-issn/,1,0,1,1,0,0
/api/v1/doc/document/rfc3045/,3045,rfc3045,Storing Vendor Information in the LDAP root DSE,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-mmeredith-rootdse-vendor-info/,1,0,3,3,0,0
/api/v1/doc/document/rfc3046/,3046,rfc3046,DHCP Relay Agent Information Option,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-dhc-agent-options/,1,0,12,12,0,0
/api/v1/doc/document/rfc3047/,3047,rfc3047,RTP Payload Format for ITU-T Recommendation G.722.1,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-avt-rtp-g7221/,1,0,1,1,0,0
/api/v1/doc/document/rfc3048/,3048,rfc3048,Reliable Multicast Transport Building Blocks for One-to-Many Bulk-Data Transfer,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rmt-buildingblocks/,1,0,3,3,0,0
/api/v1/doc/document/rfc3049/,3049,rfc3049,TN3270E Service Location and Session Balancing,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-tn3270e-service-loc/,1,0,6,6,0,0
/api/v1/doc/document/rfc3050/,3050,rfc3050,Common Gateway Interface for SIP,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-lennox-sip-cgi/,1,0,5,5,0,0
/api/v1/doc/document/rfc3051/,3051,rfc3051,IP Payload Compression Using ITU-T V.44 Packet Method,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-heath-ipcomp-v44/,1,0,1,1,0,0
/api/v1/doc/document/rfc3052/,3052,rfc3052,Service Management Architectures Issues and Review,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-irtf-nsmrg-sm-issues/,1,0,1,1,0,0
/api/v1/doc/document/rfc3053/,3053,rfc3053,IPv6 Tunnel Broker,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ngtrans-broker/,1,0,6,6,0,0
/api/v1/doc/document/rfc3054/,3054,rfc3054,Megaco IP Phone Media Gateway Application Profile,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-megaco-ipphone/,2,1,5,4,1,1
/api/v1/doc/document/rfc3055/,3055,rfc3055,Management Information Base for the PINT Services Architecture,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pint-mib/,1,0,6,6,0,0
/api/v1/doc/document/rfc3056/,3056,rfc3056,Connection of IPv6 Domains via IPv4 Clouds,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ngtrans-6to4/,1,0,8,8,0,0
/api/v1/doc/document/rfc3057/,3057,rfc3057,ISDN Q.921-User Adaptation Layer,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-sigtran-iua/,1,0,11,11,0,0
/api/v1/doc/document/rfc3058/,3058,rfc3058,Use of the IDEA Encryption Algorithm in CMS,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-smime-idea/,1,0,8,8,0,0
/api/v1/doc/document/rfc3059/,3059,rfc3059,Attribute List Extension for the Service Location Protocol,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-guttman-svrloc-attrlist-ext/,1,0,6,6,0,0
/api/v1/doc/document/rfc3060/,3060,rfc3060,Policy Core Information Model -- Version 1 Specification,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-policy-core-info-model/,1,0,9,9,0,0
/api/v1/doc/document/rfc3061/,3061,rfc3061,A URN Namespace of Object Identifiers,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-mealling-rfc3001bis/,1,0,2,2,0,0
/api/v1/doc/document/rfc3062/,3062,rfc3062,LDAP Password Modify Extended Operation,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-zeilenga-ldap-passwd-exop/,1,0,6,6,0,0
/api/v1/doc/document/rfc3063/,3063,rfc3063,MPLS Loop Prevention Mechanism,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-loop-prevention/,1,0,4,4,0,0
/api/v1/doc/document/rfc3064/,3064,rfc3064,MGCP CAS Packages,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-foster-mgcp-cas-packages/,1,0,1,1,0,0
/api/v1/doc/document/rfc3065/,3065,rfc3065,Autonomous System Confederations for BGP,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-idr-bgp-confed-rfc1965bis/,1,0,2,2,0,0
/api/v1/doc/document/rfc3066/,3066,rfc3066,Tags for the Identification of Languages,2001-01-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-alvestrand-lang-tag-v2/,1,0,5,5,0,0
/api/v1/doc/document/rfc3067/,3067,rfc3067,TERENA'S Incident Object Description and Exchange Format Requirements,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-terena-itdwg-iodef-requirements/,1,0,1,1,0,0
/api/v1/doc/document/rfc3068/,3068,rfc3068,An Anycast Prefix for 6to4 Relay Routers,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ngtrans-6to4anycast/,1,0,4,4,0,0
/api/v1/doc/document/rfc3069/,3069,rfc3069,VLAN Aggregation for Efficient IP Address Allocation,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-mcpherson-vlan-ipagg/,1,0,3,3,0,0
/api/v1/doc/document/rfc3070/,3070,rfc3070,Layer Two Tunneling Protocol (L2TP) over Frame Relay,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-l2tpext-fr/,1,0,2,2,0,0
/api/v1/doc/document/rfc3071/,3071,rfc3071,"Reflections on the DNS, RFC 1591, and Categories of Domains",2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-klensin-1591-reflections/,1,0,5,5,0,0
/api/v1/doc/document/rfc3072/,3072,rfc3072,Structured Data Exchange Format (SDXF),2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-wildgrube-sdxf/,1,0,9,9,0,0
/api/v1/doc/document/rfc3073/,3073,rfc3073,Portable Font Resource (PFR) - application/font-tdpfr MIME Sub-type Registration,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-collins-pfr/,1,0,1,1,0,0
/api/v1/doc/document/rfc3074/,3074,rfc3074,DHC Load Balancing Algorithm,2001-02-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-dhc-loadb/,1,0,4,4,0,0
/api/v1/doc/document/rfc3075/,3075,rfc3075,XML-Signature Syntax and Processing,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-xmldsig-core/,1,0,12,12,0,0
/api/v1/doc/document/rfc3076/,3076,rfc3076,Canonical XML Version 1.0,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-xmldsig-canonical/,1,0,2,2,0,0
/api/v1/doc/document/rfc3077/,3077,rfc3077,A Link-Layer Tunneling Mechanism for Unidirectional Links,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-udlr-lltunnel/,1,0,7,7,0,0
/api/v1/doc/document/rfc3078/,3078,rfc3078,Microsoft Point-To-Point Encryption (MPPE) Protocol,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pppext-mppe/,1,0,6,6,0,0
/api/v1/doc/document/rfc3079/,3079,rfc3079,Deriving Keys for use with Microsoft Point-to-Point Encryption (MPPE),2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pppext-mppe-keys/,1,0,4,4,0,0
/api/v1/doc/document/rfc3080/,3080,rfc3080,The Blocks Extensible Exchange Protocol Core,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-beep-framework/,1,0,12,12,0,0
/api/v1/doc/document/rfc3081/,3081,rfc3081,Mapping the BEEP Core onto TCP,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-beep-tcpmapping/,1,0,7,7,0,0
/api/v1/doc/document/rfc3082/,3082,rfc3082,Notification and Subscription for SLP,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-kempf-srvloc-notify/,1,0,6,6,0,0
/api/v1/doc/document/rfc3083/,3083,rfc3083,Baseline Privacy Interface Management Information Base for DOCSIS Compliant Cable Modems and Cable Modem Termination Systems,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ipcdn-mcns-bpi-mib/,1,0,2,2,0,0
/api/v1/doc/document/rfc3084/,3084,rfc3084,COPS Usage for Policy Provisioning (COPS-PR),2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rap-pr/,1,0,6,6,0,0
/api/v1/doc/document/rfc3085/,3085,rfc3085,URN Namespace for NewsML Resources,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-iptc-newsml-urn/,1,0,2,2,0,0
/api/v1/doc/document/rfc3086/,3086,rfc3086,Definition of Differentiated Services Per Domain Behaviors and Rules for their Specification,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-diffserv-pdb-def/,1,0,4,4,0,0
/api/v1/doc/document/rfc3087/,3087,rfc3087,Control of Service Context using SIP Request-URI,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-campbell-sip-service-control/,1,0,4,4,0,0
/api/v1/doc/document/rfc3088/,3088,rfc3088,OpenLDAP Root Service An experimental LDAP referral service,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-zeilenga-ldap-root/,1,0,3,3,0,0
/api/v1/doc/document/rfc3089/,3089,rfc3089,A SOCKS-based IPv6/IPv4 Gateway Mechanism,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ngtrans-socks-gateway/,1,0,7,7,0,0
/api/v1/doc/document/rfc3090/,3090,rfc3090,DNS Security Extension Clarification on Zone Status,2001-03-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-dnsext-zone-status/,1,0,6,6,0,0
/api/v1/doc/document/rfc3094/,3094,rfc3094,Tekelec's Transport Adapter Layer Interface,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-benedyk-sigtran-tali/,1,0,2,2,0,0
/api/v1/doc/document/rfc3095/,3095,rfc3095,"RObust Header Compression (ROHC): Framework and four profiles: RTP, UDP, ESP, and uncompressed",2001-07-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rohc-rtp/,5,2,19,10,4,9
/api/v1/doc/document/rfc3096/,3096,rfc3096,Requirements for robust IP/UDP/RTP header compression,2001-07-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rohc-rtp-requirements/,1,0,6,6,0,0
/api/v1/doc/document/rfc3097/,3097,rfc3097,RSVP Cryptographic Authentication -- Updated Message Type Value,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rsvp-fix-iana/,1,0,1,1,0,0
/api/v1/doc/document/rfc3098/,3098,rfc3098,How to Advertise Responsibly Using E-Mail and Newsgroups or - how NOT to $$$$$  MAKE ENEMIES FAST!  $$$$$,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-run-adverts/,1,0,3,3,0,0
/api/v1/doc/document/rfc3102/,3102,rfc3102,Realm Specific IP: Framework,2001-10-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-nat-rsip-framework/,1,0,6,6,0,0
/api/v1/doc/document/rfc3103/,3103,rfc3103,Realm Specific IP: Protocol Specification,2001-10-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-nat-rsip-protocol/,1,0,8,8,0,0
/api/v1/doc/document/rfc3104/,3104,rfc3104,RSIP Support for End-to-end IPsec,2001-10-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-nat-rsip-ipsec/,1,0,5,5,0,0
/api/v1/doc/document/rfc3105/,3105,rfc3105,Finding an RSIP Server with SLP,2001-10-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-nat-rsip-slp/,1,0,1,1,0,0
/api/v1/doc/document/rfc3106/,3106,rfc3106,ECML v1.1: Field Specifications for E-Commerce,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-eastlake-ecom-fields2/,1,0,6,6,0,0
/api/v1/doc/document/rfc3107/,3107,rfc3107,Carrying Label Information in BGP-4,2001-05-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mpls-bgp4-mpls/,1,0,6,6,0,0
/api/v1/doc/document/rfc3108/,3108,rfc3108,Conventions for the use of the Session Description Protocol (SDP) for ATM Bearer Connections,2001-05-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mmusic-sdp-atm/,1,0,6,6,0,0
/api/v1/doc/document/rfc3109/,3109,rfc3109,Request to Move STD 39 to Historic Status,2001-05-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ymbk-std39-historic/,1,0,3,3,0,0
/api/v1/doc/document/rfc3110/,3110,rfc3110,RSA/SHA-1 SIGs and RSA KEYs in the Domain Name System (DNS),2001-05-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-dnsext-rsa/,1,0,4,4,0,0
/api/v1/doc/document/rfc3111/,3111,rfc3111,Service Location Protocol Modifications for IPv6,2001-05-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-svrloc-ipv6/,1,0,13,13,0,0
/api/v1/doc/document/rfc3112/,3112,rfc3112,LDAP Authentication Password Schema,2001-05-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-zeilenga-ldap-authpasswd/,1,0,6,6,0,0
/api/v1/doc/document/rfc3113/,3113,rfc3113,3GPP-IETF Standardization Collaboration,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-3gpp-collaboration/,1,0,2,2,0,0
/api/v1/doc/document/rfc3115/,3115,rfc3115,Mobile IP Vendor/Organization-Specific Extensions,2001-04-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mobileip-vendor-ext/,1,0,12,12,0,0
/api/v1/doc/document/rfc3116/,3116,rfc3116,Methodology for ATM Benchmarking,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-bmwg-atm-method/,1,0,4,4,0,0
/api/v1/doc/document/rfc3117/,3117,rfc3117,On the Design of Application Protocols,2001-11-01 08:00:00+00:00,2001,/api/v1/doc/document/draft-mrose-beep-design/,1,0,4,4,0,0
/api/v1/doc/document/rfc3118/,3118,rfc3118,Authentication for DHCP Messages,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-dhc-authentication/,1,0,17,17,0,0
/api/v1/doc/document/rfc3119/,3119,rfc3119,A More Loss-Tolerant RTP Payload Format for MP3 Audio,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-avt-rtp-mp3/,1,0,7,7,0,0
/api/v1/doc/document/rfc3120/,3120,rfc3120,A URN Namespace for XML.org,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-best-xmlorg/,1,0,2,2,0,0
/api/v1/doc/document/rfc3121/,3121,rfc3121,A URN Namespace for OASIS,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-best-urn-oasis/,1,0,3,3,0,0
/api/v1/doc/document/rfc3122/,3122,rfc3122,Extensions to IPv6 Neighbor Discovery for Inverse Discovery Specification,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ion-ipv6-ind/,1,0,5,5,0,0
/api/v1/doc/document/rfc3123/,3123,rfc3123,A DNS RR Type for Lists of Address Prefixes (APL RR),2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-dnsext-apl-rr/,1,0,3,3,0,0
/api/v1/doc/document/rfc3124/,3124,rfc3124,The Congestion Manager,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ecm-cm/,1,0,5,5,0,0
/api/v1/doc/document/rfc3125/,3125,rfc3125,Electronic Signature Policies,2001-09-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-smime-espolicies/,1,0,2,2,0,0
/api/v1/doc/document/rfc3126/,3126,rfc3126,Electronic Signature Formats for long term electronic signatures,2001-09-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-smime-esformats/,1,0,5,5,0,0
/api/v1/doc/document/rfc3127/,3127,rfc3127,"Authentication, Authorization, and Accounting: Protocol Evaluation",2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-aaa-proto-eval/,1,0,3,3,0,0
/api/v1/doc/document/rfc3128/,3128,rfc3128,Protection Against a Variant of the Tiny Fragment Attack (RFC 1858),2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-miller-rfc1858-cmts/,1,0,2,2,0,0
/api/v1/doc/document/rfc3129/,3129,rfc3129,Requirements for Kerberized Internet Negotiation of Keys,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-kink-reqmt/,1,0,4,4,0,0
/api/v1/doc/document/rfc3130/,3130,rfc3130,Notes from the State-Of-The-Technology: DNSSEC,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-lewis-state-of-dnssec/,1,0,3,3,0,0
/api/v1/doc/document/rfc3131/,3131,rfc3131,3GPP2-IETF Standardization Collaboration,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-bradner-3gpp2-collaboration/,1,0,2,2,0,0
/api/v1/doc/document/rfc3132/,3132,rfc3132,"Dormant Mode Host Alerting (""IP Paging"") Problem Statement",2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-seamoby-paging-problem-statement/,1,0,4,4,0,0
/api/v1/doc/document/rfc3133/,3133,rfc3133,Terminology for Frame Relay Benchmarking,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-bmwg-fr-term/,1,0,7,7,0,0
/api/v1/doc/document/rfc3134/,3134,rfc3134,Terminology for ATM ABR Benchmarking,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-bmwg-atm-term-abr/,1,0,4,4,0,0
/api/v1/doc/document/rfc3135/,3135,rfc3135,Performance Enhancing Proxies Intended to Mitigate Link-Related Degradations,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pilc-pep/,1,0,8,8,0,0
/api/v1/doc/document/rfc3136/,3136,rfc3136,The SPIRITS Architecture,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-spirits-architecture/,1,0,4,4,0,0
/api/v1/doc/document/rfc3137/,3137,rfc3137,OSPF Stub Router Advertisement,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ospf-stub-adv/,2,1,4,3,1,1
/api/v1/doc/document/rfc3138/,3138,rfc3138,Extended Assignments in 233/8,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-mboned-glop-extensions/,1,0,3,3,0,0
/api/v1/doc/document/rfc3139/,3139,rfc3139,Requirements for Configuration Management of IP-based Networks,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ops-ip-config-management-reqmnts/,1,0,2,2,0,0
/api/v1/doc/document/rfc3140/,3140,rfc3140,Per Hop Behavior Identification Codes,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-diffserv-2836bis/,1,0,3,3,0,0
/api/v1/doc/document/rfc3141/,3141,rfc3141,CDMA2000 Wireless Data Requirements for AAA,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-hiller-cdma2000-aaa/,1,0,3,3,0,0
/api/v1/doc/document/rfc3142/,3142,rfc3142,An IPv6-to-IPv4 Transport Relay Translator,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ngtrans-tcpudp-relay/,1,0,5,5,0,0
/api/v1/doc/document/rfc3143/,3143,rfc3143,Known HTTP Proxy/Caching Problems,2001-06-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-cooper-wrec-known-prob/,1,0,2,2,0,0
/api/v1/doc/document/rfc3144/,3144,rfc3144,Remote Monitoring MIB Extensions for Interface Parameters Monitoring,2001-08-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-rmonmib-iftopn-mib/,1,0,6,6,0,0
/api/v1/doc/document/rfc3145/,3145,rfc3145,L2TP Disconnect Cause Information,2001-07-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-l2tpext-ppp-discinfo/,1,0,5,5,0,0
/api/v1/doc/document/rfc3146/,3146,rfc3146,Transmission of IPv6 Packets over IEEE 1394 Networks,2001-10-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ipngwg-1394/,1,0,2,2,0,0
/api/v1/doc/document/rfc3147/,3147,rfc3147,Generic Routing Encapsulation over CLNS Networks,2001-07-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-christian-gre-over-clnp/,1,0,3,3,0,0
/api/v1/doc/document/rfc3148/,3148,rfc3148,A Framework for Defining Empirical Bulk Transfer Capacity Metrics,2001-07-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-ippm-btc-framework/,1,0,6,6,0,0
/api/v1/doc/document/rfc3149/,3149,rfc3149,MGCP Business Phone Packages,2001-09-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-srinath-mgcp-bus-packages/,1,0,2,2,0,0
/api/v1/doc/document/rfc3150/,3150,rfc3150,End-to-end Performance Implications of Slow Links,2001-07-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-ietf-pilc-slow/,1,0,8,8,0,0
/api/v1/doc/document/rfc3151/,3151,rfc3151,A URN Namespace for Public Identifiers,2001-08-01 07:00:00+00:00,2001,/api/v1/doc/document/draft-walsh-urn-publicid/,1,0,2,2,0,0
